,Season,RankingDayNum,SystemName,TeamID,OrdinalRank
1736935,2013,6,PIG,1102,153
1736936,2013,6,PIG,1103,73
1736937,2013,6,PIG,1104,46
1736938,2013,6,PIG,1105,341
1736939,2013,6,PIG,1106,335
1736940,2013,6,PIG,1107,208
1736941,2013,6,PIG,1108,328
1736942,2013,6,PIG,1110,203
1736943,2013,6,PIG,1111,289
1736944,2013,6,PIG,1112,16
1736945,2013,6,PIG,1113,176
1736946,2013,6,PIG,1114,225
1736947,2013,6,PIG,1115,325
1736948,2013,6,PIG,1116,63
1736949,2013,6,PIG,1117,178
1736950,2013,6,PIG,1119,271
1736951,2013,6,PIG,1120,98
1736952,2013,6,PIG,1122,198
1736953,2013,6,PIG,1123,246
1736954,2013,6,PIG,1124,19
1736955,2013,6,PIG,1125,36
1736956,2013,6,PIG,1126,266
1736957,2013,6,PIG,1127,339
1736958,2013,6,PIG,1129,114
1736959,2013,6,PIG,1130,181
1736960,2013,6,PIG,1131,256
1736961,2013,6,PIG,1132,177
1736962,2013,6,PIG,1133,233
1736963,2013,6,PIG,1135,285
1736964,2013,6,PIG,1136,330
1736965,2013,6,PIG,1137,67
1736966,2013,6,PIG,1138,155
1736967,2013,6,PIG,1139,44
1736968,2013,6,PIG,1140,53
1736969,2013,6,PIG,1141,309
1736970,2013,6,PIG,1142,220
1736971,2013,6,PIG,1143,41
1736972,2013,6,PIG,1144,250
1736973,2013,6,PIG,1145,214
1736974,2013,6,PIG,1146,324
1736975,2013,6,PIG,1148,281
1736976,2013,6,PIG,1149,172
1736977,2013,6,PIG,1150,184
1736978,2013,6,PIG,1151,268
1736979,2013,6,PIG,1152,343
1736980,2013,6,PIG,1153,22
1736981,2013,6,PIG,1154,301
1736982,2013,6,PIG,1155,106
1736983,2013,6,PIG,1156,143
1736984,2013,6,PIG,1157,211
1736985,2013,6,PIG,1158,151
1736986,2013,6,PIG,1159,326
1736987,2013,6,PIG,1160,54
1736988,2013,6,PIG,1161,70
1736989,2013,6,PIG,1162,169
1736990,2013,6,PIG,1163,88
1736991,2013,6,PIG,1164,329
1736992,2013,6,PIG,1165,166
1736993,2013,6,PIG,1166,17
1736994,2013,6,PIG,1167,247
1736995,2013,6,PIG,1168,150
1736996,2013,6,PIG,1169,257
1736997,2013,6,PIG,1170,278
1736998,2013,6,PIG,1171,283
1736999,2013,6,PIG,1172,58
1737000,2013,6,PIG,1173,74
1737001,2013,6,PIG,1174,119
1737002,2013,6,PIG,1175,206
1737003,2013,6,PIG,1176,139
1737004,2013,6,PIG,1177,126
1737005,2013,6,PIG,1178,80
1737006,2013,6,PIG,1179,148
1737007,2013,6,PIG,1180,47
1737008,2013,6,PIG,1181,10
1737009,2013,6,PIG,1182,199
1737010,2013,6,PIG,1183,323
1737011,2013,6,PIG,1184,245
1737012,2013,6,PIG,1185,234
1737013,2013,6,PIG,1186,249
1737014,2013,6,PIG,1187,117
1737015,2013,6,PIG,1188,338
1737016,2013,6,PIG,1189,212
1737017,2013,6,PIG,1190,194
1737018,2013,6,PIG,1191,123
1737019,2013,6,PIG,1192,336
1737020,2013,6,PIG,1193,182
1737021,2013,6,PIG,1194,240
1737022,2013,6,PIG,1195,131
1737023,2013,6,PIG,1196,7
1737024,2013,6,PIG,1197,313
1737025,2013,6,PIG,1198,267
1737026,2013,6,PIG,1199,38
1737027,2013,6,PIG,1200,189
1737028,2013,6,PIG,1201,145
1737029,2013,6,PIG,1202,261
1737030,2013,6,PIG,1203,163
1737031,2013,6,PIG,1204,232
1737032,2013,6,PIG,1205,221
1737033,2013,6,PIG,1206,136
1737034,2013,6,PIG,1207,32
1737035,2013,6,PIG,1208,128
1737036,2013,6,PIG,1209,160
1737037,2013,6,PIG,1210,156
1737038,2013,6,PIG,1211,18
1737039,2013,6,PIG,1212,344
1737040,2013,6,PIG,1214,305
1737041,2013,6,PIG,1216,302
1737042,2013,6,PIG,1217,100
1737043,2013,6,PIG,1218,164
1737044,2013,6,PIG,1219,296
1737045,2013,6,PIG,1220,209
1737046,2013,6,PIG,1221,237
1737047,2013,6,PIG,1222,140
1737048,2013,6,PIG,1223,332
1737049,2013,6,PIG,1224,300
1737050,2013,6,PIG,1225,137
1737051,2013,6,PIG,1226,316
1737052,2013,6,PIG,1227,260
1737053,2013,6,PIG,1228,66
1737054,2013,6,PIG,1229,62
1737055,2013,6,PIG,1231,1
1737056,2013,6,PIG,1232,144
1737057,2013,6,PIG,1233,130
1737058,2013,6,PIG,1234,65
1737059,2013,6,PIG,1235,49
1737060,2013,6,PIG,1236,215
1737061,2013,6,PIG,1237,262
1737062,2013,6,PIG,1238,306
1737063,2013,6,PIG,1239,263
1737064,2013,6,PIG,1240,241
1737065,2013,6,PIG,1241,195
1737066,2013,6,PIG,1242,4
1737067,2013,6,PIG,1243,30
1737068,2013,6,PIG,1244,318
1737069,2013,6,PIG,1245,105
1737070,2013,6,PIG,1246,2
1737071,2013,6,PIG,1247,91
1737072,2013,6,PIG,1248,269
1737073,2013,6,PIG,1249,284
1737074,2013,6,PIG,1250,72
1737075,2013,6,PIG,1251,264
1737076,2013,6,PIG,1252,236
1737077,2013,6,PIG,1253,43
1737078,2013,6,PIG,1254,120
1737079,2013,6,PIG,1255,342
1737080,2013,6,PIG,1256,158
1737081,2013,6,PIG,1257,3
1737082,2013,6,PIG,1258,183
1737083,2013,6,PIG,1259,115
1737084,2013,6,PIG,1260,228
1737085,2013,6,PIG,1261,93
1737086,2013,6,PIG,1263,279
1737087,2013,6,PIG,1264,89
1737088,2013,6,PIG,1265,222
1737089,2013,6,PIG,1266,24
1737090,2013,6,PIG,1267,92
1737091,2013,6,PIG,1268,79
1737092,2013,6,PIG,1269,50
1737093,2013,6,PIG,1270,272
1737094,2013,6,PIG,1271,334
1737095,2013,6,PIG,1272,12
1737096,2013,6,PIG,1273,94
1737097,2013,6,PIG,1274,51
1737098,2013,6,PIG,1275,190
1737099,2013,6,PIG,1276,6
1737100,2013,6,PIG,1277,11
1737101,2013,6,PIG,1278,29
1737102,2013,6,PIG,1279,61
1737103,2013,6,PIG,1280,179
1737104,2013,6,PIG,1281,13
1737105,2013,6,PIG,1282,282
1737106,2013,6,PIG,1283,191
1737107,2013,6,PIG,1284,251
1737108,2013,6,PIG,1285,99
1737109,2013,6,PIG,1286,274
1737110,2013,6,PIG,1287,192
1737111,2013,6,PIG,1288,265
1737112,2013,6,PIG,1290,337
1737113,2013,6,PIG,1291,258
1737114,2013,6,PIG,1292,84
1737115,2013,6,PIG,1293,68
1737116,2013,6,PIG,1294,217
1737117,2013,6,PIG,1295,133
1737118,2013,6,PIG,1296,293
1737119,2013,6,PIG,1298,320
1737120,2013,6,PIG,1299,290
1737121,2013,6,PIG,1300,277
1737122,2013,6,PIG,1301,9
1737123,2013,6,PIG,1303,333
1737124,2013,6,PIG,1304,159
1737125,2013,6,PIG,1305,122
1737126,2013,6,PIG,1306,288
1737127,2013,6,PIG,1307,42
1737128,2013,6,PIG,1308,108
1737129,2013,6,PIG,1309,345
1737130,2013,6,PIG,1310,154
1737131,2013,6,PIG,1311,319
1737132,2013,6,PIG,1312,312
1737133,2013,6,PIG,1313,287
1737134,2013,6,PIG,1314,14
1737135,2013,6,PIG,1315,244
1737136,2013,6,PIG,1316,173
1737137,2013,6,PIG,1317,102
1737138,2013,6,PIG,1318,132
1737139,2013,6,PIG,1319,327
1737140,2013,6,PIG,1320,59
1737141,2013,6,PIG,1321,86
1737142,2013,6,PIG,1322,196
1737143,2013,6,PIG,1323,21
1737144,2013,6,PIG,1324,167
1737145,2013,6,PIG,1325,35
1737146,2013,6,PIG,1326,5
